sku_ID,"('quantity', 'mean')","('quantity', 'sum')","('order_ID', 'nunique')","('order_hour', 'nunique')","('order_hour', 'group_mode')","('day_of_month', 'nunique')","('day_of_month', 'group_mode')","('original_unit_price', 'mean')","('discount_rate', 'mean')","('direct_discount_rate', 'mean')","('quantity_discount_rate', 'mean')","('bundle_discount_rate', 'mean')","('gift_item', 'mean')","('dc_ori', 'nunique')","('dc_ori', 'group_mode')","('dc_des', 'nunique')","('dc_des', 'group_mode')","('promise', 'group_mode')","('type', 'group_mode')",brand_ID,attribute1,attribute2
367e486f81,1.0,2,2,2,"(8.0, 10.0]",2,14,269.0,0.44609665427509293,0.44609665427509293,0.0,0.0,0.0,1,2,2,2,-,2,7f65198ef6,4.0,100.0
36814bfb2d,1.0,15,15,9,"(0.0, 8.0]",12,11,59.13333333333333,0.0,0.0,0.0,0.0,0.0,6,10,12,37,-,2,e686890dbc,-,-
3682287ebb,1.0,4,4,4,"(0.0, 8.0]",3,23,175.0,0.0028571428571428636,0.0,0.0,0.0,0.0,1,5,3,26,-,2,17892f5485,4.0,60.0
368903c625,1.0,5,5,3,"(11.0, 13.0]",1,01,78.0,0.3846153846153846,0.38461538461538464,0.0,0.0,0.0,3,2,5,20,-,2,4efb032b5a,4.0,70.0
3692458d60,1.0,1,1,1,"(11.0, 13.0]",1,15,275.0,0.036363636363636376,0.0,0.0,0.0,0.0,1,9,1,9,-,2,e500aaa647,-,-
369eb7dbd3,1.4087552742616034,2671,1895,10,"(20.0, 22.0]",31,08,54.79955696202532,0.44693312985593137,0.0013789796701189105,0.41609992050106975,0.0,0.0,46,5,59,5,1,1,906d0caa60,1.0,60.0
36a9de453a,1.0416666666666667,25,24,4,"(13.0, 15.0]",3,27,0.0,1.0,,,,1.0,7,5,18,10,-,2,db6396963d,4.0,60.0
36aa0a535b,1.0,1,1,1,"(20.0, 22.0]",1,29,189.0,0.02645502645502651,0.0,0.026455026455026454,0.0,0.0,1,2,1,42,-,2,9d3465eacc,3.0,60.0
36b1fcd4d6,1.0,2,2,2,"(10.0, 11.0]",2,29,188.0,0.1595744680851064,0.1595744680851064,0.0,0.0,0.0,2,24,2,24,-,2,57442d1a05,-,-
36b302889c,1.0476190476190477,22,21,9,"(0.0, 8.0]",16,29,69.0,0.005866114561766725,0.0,0.0,0.0,0.0,6,9,15,9,-,2,8a5ee0390f,-,-
36b54beb72,1.0769230769230769,28,26,10,"(18.0, 20.0]",20,16,78.0,0.3763971071663379,0.2564102564102564,0.11998685075608151,0.0,0.0,6,4,17,4,4,2,7fcb433bba,3.0,-
36b6dd2104,1.0,2,2,2,"(0.0, 8.0]",2,06,90.0,0.02777777777777779,0.027777777777777776,0.0,0.0,0.0,2,4,2,45,-,2,86a6979f75,-,-
36b85261bc,1.8181818181818181,20,11,7,"(8.0, 10.0]",8,14,39.0,0.18237762237762237,0.0,0.18237762237762237,0.0,0.0,7,5,9,26,-,2,88262f1628,3.0,60.0
36bc8242a3,1.0,1,1,1,"(0.0, 8.0]",1,31,68.0,0.32352941176470584,0.25,0.0,0.0,0.0,1,2,1,42,-,2,4efb032b5a,2.0,60.0
36c09bfdcb,1.0,1,1,1,"(8.0, 10.0]",1,31,435.0,0.0,0.0,0.0,0.0,0.0,1,5,1,33,3,2,eb48361f2a,4.0,100.0
36c1d3a3b9,1.0,70,70,10,"(8.0, 10.0]",25,08,299.0,0.5237458193979933,0.20066889632107024,0.0,0.0,0.0,7,5,27,4,-,2,a2ff0f7b48,-,-
36cc65622c,1.2857142857142858,9,7,5,"(0.0, 8.0]",6,30,132.0,0.5687229437229436,0.553030303030303,0.015692640692640692,0.0,0.0,4,5,6,2,-,2,7eaf2b612f,-,-
36d2165a95,1.048780487804878,43,41,9,"(11.0, 13.0]",17,28,168.0,0.5107433217189314,0.5,0.009581881533101045,0.0,0.0,6,5,24,26,-,2,26e651227d,-,-
36df010881,1.0,7,7,5,"(8.0, 10.0]",6,24,159.0,0.4106019766397125,0.4025157232704403,0.0,0.0,0.0,4,2,7,2,-,2,8a5ee0390f,4.0,100.0
36e1a37237,1.0,2,2,2,"(10.0, 11.0]",2,17,29.0,0.0,0.0,0.0,0.0,0.0,2,9,2,9,-,2,43a5cd3f69,-,-
36e76728d4,1.0,6,6,3,"(18.0, 20.0]",6,03,198.0,0.07239057239057238,0.0,0.01346801346801347,0.0,0.0,4,2,4,2,-,2,07ab37753f,4.0,100.0
36f3c8ae06,1.0,6,6,4,"(13.0, 15.0]",5,14,78.0,0.0,0.0,0.0,0.0,0.0,4,5,6,17,-,2,47d302e4ee,2.0,60.0
36f8857767,1.0,1,1,1,"(11.0, 13.0]",1,25,24.0,0.08333333333333337,0.0,0.0,0.0,0.0,1,4,1,44,-,2,fd3199d85d,4.0,100.0
370671b83c,1.0,19,19,7,"(16.0, 18.0]",6,26,55.0,0.0,0.0,0.0,0.0,0.0,5,2,11,9,-,2,4f65703579,3.0,100.0
370824b5b2,1.0,1,1,1,"(8.0, 10.0]",1,08,163.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,ac3662a513,-,-
3730abdff3,1.0,6,6,4,"(11.0, 13.0]",6,05,184.0,0.2282608695652174,0.01358695652173913,0.1947463768115942,0.0,0.0,3,7,5,31,-,2,8b40ec9ab7,2.0,60.0
373674448f,1.0,2,2,2,"(8.0, 10.0]",2,11,255.0,0.0,0.0,0.0,0.0,0.0,2,2,2,6,-,2,1d490f01d6,-,60.0
373ea59b02,1.0,20,20,8,"(11.0, 13.0]",12,14,224.0,0.011004464285714294,0.0,0.0,0.0,0.0,6,5,15,28,-,2,ab2927e4e6,2.0,-
37427aadec,1.0,1,1,1,"(16.0, 18.0]",1,20,129.0,0.3178294573643411,0.2868217054263566,0.0,0.0,0.0,1,2,1,20,-,2,0b0f75e8d5,4.0,100.0
3752296389,1.0,7,7,5,"(0.0, 8.0]",7,10,98.0,0.002915451895043735,0.0,0.0,0.0,0.0,5,9,5,9,-,2,dc7e4ae5fc,1.0,100.0
375d4a9a65,1.1014823261117446,966,876,10,"(20.0, 22.0]",31,08,78.0,0.384121714469491,0.3763728327924451,0.001965763237142941,0.0,0.0,8,5,57,5,4,2,8b40ec9ab7,4.0,60.0
3767b112e8,1.0366013071895426,793,765,10,"(11.0, 13.0]",31,29,139.0,0.09505180169589812,0.09084497108195795,0.0,0.0,0.0,8,2,56,4,-,2,3e342224f0,4.0,100.0
376e4e90ac,1.0,1,1,1,"(10.0, 11.0]",1,11,259.0,0.3436293436293436,0.0,0.25096525096525096,0.0,0.0,1,5,1,5,-,2,,,
377376156d,1.2307692307692308,16,13,8,"(0.0, 8.0]",11,04,88.0,0.09431818181818181,0.0,0.09213286713286714,0.0,0.0,6,24,9,47,-,2,fec67e8be7,3.0,50.0
3774ed6189,1.0,1,1,1,"(8.0, 10.0]",1,01,257.0,0.0,0.0,0.0,0.0,0.0,1,9,1,32,-,2,e500aaa647,-,-
3786a631f5,1.0178571428571428,57,56,10,"(11.0, 13.0]",25,27,298.0,0.017976989453499497,0.0005992329817833174,0.0,0.0,0.0,8,2,24,5,-,2,bd97f9a5fa,3.0,100.0
3788eca39e,1.0,1,1,1,"(18.0, 20.0]",1,30,75.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,ccfb517e1c,3.0,-
378a1fc80c,1.0,10,10,3,"(11.0, 13.0]",1,21,0.0,1.0,,,,1.0,1,7,8,46,2,1,99d41501ff,-,-
378f4dc731,1.0,1,1,1,"(10.0, 11.0]",1,05,320.0,0.453125,0.453125,0.0,0.0,0.0,1,5,1,26,-,2,bd97f9a5fa,4.0,100.0
378f686d89,1.0,1,1,1,"(13.0, 15.0]",1,21,128.0,0.0078125,0.0,0.0078125,0.0,0.0,1,2,1,2,-,2,9d3465eacc,1.0,60.0
3791b54a5a,1.0474137931034482,486,458,10,"(18.0, 20.0]",13,08,0.16163793103448276,0.9834051724137931,0.037500000000000006,0.0,0.0,0.9827586206896551,8,9,55,9,-,2,7bf21e732d,4.0,-
3793e24337,1.0,14,14,8,"(16.0, 18.0]",13,09,128.0,0.34095982142857145,0.33370535714285715,0.007254464285714286,0.0,0.0,5,9,11,9,-,2,4efb032b5a,2.0,-
379af438c6,1.0,1,1,1,"(16.0, 18.0]",1,26,68.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,-,2,a1b592aec8,-,-
379e7c8d95,1.0,1,1,1,"(13.0, 15.0]",1,28,35.9,0.0,0.0,0.0,0.0,0.0,1,5,1,16,-,2,3436aca744,2.0,60.0
37a5fa0120,101.0,101,1,1,"(20.0, 22.0]",1,01,159.0,0.3792266019054734,0.37735849056603776,0.0018681113394358303,0.0,0.0,1,7,1,1,-,2,157daccb74,-,-
37aad05a56,1.0,4,4,3,"(8.0, 10.0]",4,23,86.0,0.011627906976744179,0.0,0.011627906976744186,0.0,0.0,4,9,4,60,-,2,3daeabd2ce,2.0,-
37b875c2a4,1.1176470588235294,19,17,9,"(13.0, 15.0]",16,24,238.0,0.6642857142857143,0.6642857142857143,0.0,0.0,0.0,7,9,13,9,-,2,4f65703579,-,-
37bd5b7ce2,1.4473684210526316,55,38,10,"(13.0, 15.0]",20,10,38.47894736842105,0.15429866779975865,0.0,0.13141406146946313,0.0,0.0,7,5,20,5,-,2,f1d00479ef,3.0,60.0
37d07e6e53,1.0,4,4,3,"(13.0, 15.0]",4,10,588.0,0.012329931972789115,0.0,0.0,0.0,0.0,4,10,4,10,-,2,8d3560a6a9,-,-
37d345ea9c,1.0,1,1,1,"(16.0, 18.0]",1,21,116.0,0.1724137931034483,0.15517241379310345,0.0,0.0,0.0,1,2,1,2,-,2,603dc9ab6b,3.0,100.0
37d4dd3974,1.0,8,8,5,"(13.0, 15.0]",8,07,55.0,0.004545454545454547,0.0,0.004545454545454545,0.0,0.0,5,4,8,44,-,2,92dee65ea0,4.0,100.0
37d837be91,1.0,1,1,1,"(0.0, 8.0]",1,24,290.0,0.0,0.0,0.0,0.0,0.0,1,2,1,6,-,2,e500aaa647,-,-
37dcd75a03,1.0,9,9,6,"(13.0, 15.0]",7,10,156.0,0.5164672364672365,0.47230769230769226,0.013532763532763533,0.0,0.0,4,5,9,46,-,2,fde39bbb81,-,70.0
37dea4d9f7,1.0,1,1,1,"(11.0, 13.0]",1,12,95.0,0.0,0.0,0.0,0.0,0.0,1,24,1,48,-,2,4f65703579,-,-
37decae3fb,1.0,3,3,3,"(15.0, 16.0]",3,10,95.0,0.0,0.0,0.0,0.0,0.0,2,24,2,24,-,2,42e6445fca,3.0,100.0
37e2f4de28,1.0,1,1,1,"(15.0, 16.0]",1,26,75.0,0.21333333333333337,0.21333333333333335,0.0,0.0,0.0,1,5,1,5,-,2,03c0f165ce,-,-
37e3c789fa,1.0,6,6,3,"(18.0, 20.0]",6,03,198.0,0.0,0.0,0.0,0.0,0.0,4,4,5,31,-,2,bd97f9a5fa,4.0,100.0
37e5530e7c,1.0,20,20,9,"(13.0, 15.0]",14,25,89.0,0.05842696629213486,0.05617977528089888,0.0,0.0,0.0,5,2,12,4,-,2,9b0d3a5fc6,3.0,70.0
37e9ed1c4e,1.0,2,2,2,"(8.0, 10.0]",2,13,345.0,0.2753623188405797,0.2463768115942029,0.028985507246376812,0.0,0.0,2,4,2,45,-,2,1ec30ef741,3.0,40.0
37f2e677d6,1.0,4,4,4,"(8.0, 10.0]",4,13,68.0,0.0,0.0,0.0,0.0,0.0,4,2,4,2,-,2,fef91796c5,-,-
37f95cab49,1.0,1,1,1,"(0.0, 8.0]",1,26,330.0,0.0,0.0,0.0,0.0,0.0,1,24,1,41,-,2,0884e4c1a5,3.0,-
3802e323b1,1.0,20,20,8,"(13.0, 15.0]",16,21,298.0,0.3355704697986577,0.33557046979865773,0.0,0.0,0.0,7,2,13,2,-,2,41e8fa7190,4.0,100.0
3809d91353,1.0,1,1,1,"(18.0, 20.0]",1,22,59.0,0.05084745762711862,0.0,0.0,0.0,0.0,1,5,1,33,-,2,4f65703579,3.0,100.0
380fbc72e4,1.065217391304348,49,46,10,"(0.0, 8.0]",21,14,45.0,0.0010869565217391313,0.0010869565217391304,0.0,0.0,0.0,7,5,22,5,-,2,f3e7aafd65,3.0,100.0
3810227ddc,1.0,3,3,2,"(18.0, 20.0]",3,05,269.0,0.2230483271375465,0.21933085501858737,0.0,0.0,0.0,2,5,3,2,-,2,bd97f9a5fa,4.0,100.0
382f1cf90a,1.0,2,2,2,"(13.0, 15.0]",2,20,45.0,0.0,0.0,0.0,0.0,0.0,2,24,2,24,-,2,ddb787aeb9,-,-
383d7ba473,1.3,13,10,7,"(13.0, 15.0]",4,25,8.0,0.0,0.0,0.0,0.0,0.0,4,5,9,20,-,2,cf0544f945,3.0,100.0
383eaadc75,1.0,1,1,1,"(8.0, 10.0]",1,22,108.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,76baf78aac,3.0,100.0
383f5c87b3,1.0,10,10,7,"(8.0, 10.0]",9,26,99.0,0.0,0.0,0.0,0.0,0.0,6,10,8,47,-,2,f2db8acd0a,-,-
3843333533,1.0,2,2,2,"(15.0, 16.0]",2,10,92.0,0.010869565217391297,0.010869565217391304,0.0,0.0,0.0,2,5,2,5,-,2,f6fdf9cef7,-,-
38433e1e40,1.0,1,1,1,"(11.0, 13.0]",1,11,168.0,0.0,0.0,0.0,0.0,0.0,1,2,1,20,-,2,a66fd106cc,-,-
3845ec6265,1.0,2,2,2,"(11.0, 13.0]",2,05,138.0,0.0,0.0,0.0,0.0,0.0,2,4,2,4,8,2,60da46d685,3.0,60.0
3848e5a6e5,1.1111111111111112,10,9,5,"(13.0, 15.0]",9,01,288.0,0.19386574074074073,0.16628086419753088,0.027584876543209878,0.0,0.0,5,5,8,5,-,2,99d41501ff,4.0,100.0
3852dc72b4,4.0,4,1,1,"(13.0, 15.0]",1,10,94.9,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,9b0d3a5fc6,-,-
3855ace575,1.2,6,5,4,"(0.0, 8.0]",4,27,173.0,0.031791907514450914,0.017341040462427744,0.0,0.0,0.0,1,5,2,5,-,2,7cc01be867,3.0,60.0
3861d3f489,1.0,2,2,1,"(11.0, 13.0]",2,02,138.0,0.0,0.0,0.0,0.0,0.0,2,5,2,5,-,2,0b0f75e8d5,4.0,100.0
38676d45f5,1.3871817383669887,3160,2278,10,"(20.0, 22.0]",31,03,109.0,0.5116582360727394,0.06029351354399079,0.44265758364142593,0.0,0.0,2,59,58,9,3,1,b33770a360,3.0,80.0
3868a2fce9,1.0,30,30,5,"(13.0, 15.0]",12,13,145.0,0.33241379310344826,0.20597701149425288,0.0,0.0,0.0,6,5,17,5,-,2,dc7e4ae5fc,-,-
38766f7f0e,1.5,3,2,2,"(13.0, 15.0]",1,07,119.0,0.0,0.0,0.0,0.0,0.0,2,28,2,19,-,2,3e342224f0,1.0,-
38768a86a9,1.0,10,10,5,"(16.0, 18.0]",7,05,267.0,0.01123595505617977,0.0,0.0,0.0,0.0,6,5,10,5,-,2,26216ff73f,4.0,60.0
3876943c22,1.0,2,2,2,"(13.0, 15.0]",2,09,65.0,0.0692307692307692,0.0,0.05384615384615385,0.0,0.0,2,4,2,4,-,2,7cc01be867,-,-
387c3343e9,1.0,5,5,5,"(0.0, 8.0]",1,31,71.0,0.324225352112676,0.019999999999999997,0.2704225352112676,0.0,0.0,4,2,5,42,3,2,93905470a7,2.0,40.0
387fee65b0,1.0,8,8,5,"(8.0, 10.0]",7,27,269.0,0.5260223048327137,0.14869888475836432,0.37174721189591076,0.0,0.0,4,7,7,53,-,2,556646a4ed,3.0,100.0
3884022de0,1.0666666666666667,16,15,9,"(13.0, 15.0]",14,27,99.0,0.011784511784511786,0.0,0.0,0.0,0.0,7,7,13,5,-,2,3e342224f0,4.0,100.0
3894ac444b,1.0909090909090908,60,55,10,"(18.0, 20.0]",22,28,39.74545454545454,0.0035999088630667584,0.0,0.001822738664843928,0.0,0.0,7,9,28,9,-,2,3daeabd2ce,2.0,-
389e15bf97,1.5,3,2,1,"(0.0, 8.0]",2,12,44.45,0.0,0.0,0.0,0.0,0.0,1,5,2,5,-,2,a7d5697bb2,3.0,100.0
38a4635edb,1.0,6,6,5,"(18.0, 20.0]",6,06,200.0,0.125,0.125,0.0,0.0,0.0,4,2,5,2,-,2,9a116513f1,3.0,100.0
38bc78a919,1.0,2,2,2,"(13.0, 15.0]",2,02,58.0,0.0,0.0,0.0,0.0,0.0,2,9,2,50,-,2,e500aaa647,-,-
38bff7ab47,2.0,2,1,1,"(20.0, 22.0]",1,31,128.0,0.078125,0.0,0.0390625,0.0,0.0,1,5,1,5,3,2,3e39c9544c,2.0,60.0
38c7aa3c39,1.1111111111111112,20,18,8,"(0.0, 8.0]",11,21,24.5,0.3820861678004535,0.31972789115646255,0.062358276643990934,0.0,0.0,7,5,11,9,-,2,f1d00479ef,2.0,40.0
38c8195ed5,1.0,2,2,2,"(8.0, 10.0]",2,14,69.0,0.4347826086956522,0.43478260869565216,0.0,0.0,0.0,2,9,2,9,-,2,f2db8acd0a,-,-
38cb6ea2f5,1.0,1,1,1,"(13.0, 15.0]",1,25,78.0,0.20512820512820518,0.20512820512820512,0.0,0.0,0.0,1,5,1,35,4,2,4efb032b5a,3.0,100.0
38cf724c25,1.2702702702702702,47,37,8,"(11.0, 13.0]",20,21,309.0,0.6266509227674276,0.5838362634479138,0.04058427359398233,0.0,0.0,7,2,20,2,3,2,8876f87934,-,-
38d05e42d0,1.0,1,1,1,"(13.0, 15.0]",1,07,120.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,0c34734ffa,2.0,60.0
38d636d2a6,1.0702761402420105,6899,6446,10,"(20.0, 22.0]",31,24,126.84147223084084,0.17906219108298638,0.16833947860219786,0.0,0.0,0.0,48,5,60,5,1,1,204dbedf50,3.0,100.0
38e0f82078,1.0,1,1,1,"(16.0, 18.0]",1,18,175.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,99d41501ff,3.0,100.0
38e2609082,1.0,2,2,2,"(8.0, 10.0]",2,13,224.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,3daeabd2ce,3.0,50.0
38e56dcef2,1.0,2,2,1,"(8.0, 10.0]",2,17,83.9,0.0,0.0,0.0,0.0,0.0,2,5,2,5,-,2,9b0d3a5fc6,2.0,60.0
38e693e574,1.0,1,1,1,"(8.0, 10.0]",1,27,258.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,603dc9ab6b,4.0,100.0
38e90b7832,1.0,1,1,1,"(18.0, 20.0]",1,30,145.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,804e78b077,3.0,-
38eb8fc21d,1.0,2,2,2,"(11.0, 13.0]",2,09,118.0,0.2796610169491526,0.2796610169491525,0.0,0.0,0.0,1,9,2,27,-,2,,,
38f3440031,1.0,1,1,1,"(8.0, 10.0]",1,12,298.0,0.03355704697986572,0.0,0.03355704697986577,0.0,0.0,1,5,1,29,-,2,bd97f9a5fa,3.0,60.0
38f6db0bd3,1.0,5,5,4,"(11.0, 13.0]",5,15,39.0,0.4897435897435898,0.4897435897435898,0.0,0.0,0.0,4,9,4,9,-,2,19dbd0bed6,-,-
390408bd49,1.0,1,1,1,"(16.0, 18.0]",1,19,168.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,99d41501ff,4.0,100.0
390e4b10f0,1.0,3,3,3,"(13.0, 15.0]",3,08,115.0,0.0,0.0,0.0,0.0,0.0,2,5,3,1,-,2,7d883ecf34,-,-
391d0b3f6b,1.0,4,4,3,"(8.0, 10.0]",4,09,118.0,0.5847457627118644,0.5847457627118644,0.0,0.0,0.0,3,5,4,5,-,2,4fbd78583d,4.0,100.0
391daa4ed4,1.0,1,1,1,"(13.0, 15.0]",1,14,56.0,0.3571428571428571,0.0,0.0,0.0,0.0,1,2,1,20,3,2,d7f05696bb,1.0,60.0
391f18efa7,1.1176470588235294,19,17,8,"(20.0, 22.0]",12,07,190.0,0.5456965944272446,0.5368421052631579,0.006811145510835913,0.0,0.0,6,5,13,4,-,2,4f65703579,3.0,100.0
392255554d,1.0,1,1,1,"(8.0, 10.0]",1,03,110.0,0.30000000000000004,0.3,0.0,0.0,0.0,1,4,1,51,-,2,4efb032b5a,3.0,70.0
39235e5f8e,1.0,3,3,2,"(15.0, 16.0]",3,10,225.0,0.0,0.0,0.0,0.0,0.0,2,9,3,27,-,2,7d352273e4,4.0,100.0
3925758dfd,1.0,4,4,3,"(0.0, 8.0]",1,09,69.0,0.4347826086956522,0.43478260869565216,0.0,0.0,0.0,3,7,4,44,-,2,856d61896f,-,-
392997e75f,1.25,5,4,3,"(11.0, 13.0]",4,14,49.0,0.0,0.0,0.0,0.0,0.0,3,9,3,9,-,2,b8ae50a3f3,4.0,100.0
3929dba32d,1.0,9,9,6,"(18.0, 20.0]",8,19,116.0,0.011494252873563216,0.0,0.0,0.0,0.0,5,9,5,9,-,2,e500aaa647,-,-
392ced3fb0,1.0,7,7,5,"(20.0, 22.0]",6,09,59.0,0.038740920096852295,0.026634382566585957,0.0,0.0,0.0,4,5,5,2,-,2,4f65703579,3.0,100.0
39310bdad0,1.131578947368421,43,38,10,"(8.0, 10.0]",8,01,450.0,0.2954775828460039,0.0,0.25499025341130604,0.0,0.0,9,5,20,5,1,1,,,
3936e4d1e0,1.0740740740740742,58,54,9,"(13.0, 15.0]",4,29,0.0,1.0,,,,1.0,7,2,26,20,-,2,603dc9ab6b,4.0,100.0
393ab02183,1.3333333333333333,12,9,5,"(8.0, 10.0]",8,15,89.0,0.3258426966292135,0.0749063670411985,0.22908863920099876,0.0,0.0,6,24,6,24,-,2,b5defcb5ec,1.0,-
39407e7cef,1.0,1,1,1,"(13.0, 15.0]",1,07,258.0,0.32170542635658916,0.32170542635658916,0.0,0.0,0.0,1,4,1,28,-,2,5e68c766c4,3.0,-
394e05ab2d,1.0,2,2,2,"(8.0, 10.0]",2,08,225.0,0.011111111111111127,0.0,0.0,0.0,0.0,2,4,2,28,-,2,fd68e214e8,3.0,100.0
395fd1cce1,2.0,2,1,1,"(16.0, 18.0]",1,19,240.0,0.050000000000000044,0.0,0.05,0.0,0.0,1,5,1,5,-,2,08532c8c99,3.0,100.0
396082ee39,1.0,1,1,1,"(15.0, 16.0]",1,12,58.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,-,2,e686890dbc,2.0,60.0
397fb67e05,1.9090909090909092,21,11,6,"(22.0, 23.0]",8,07,19.0,0.021531100478468915,0.0,0.0,0.0,0.0,6,9,8,9,-,2,3ee5b84e96,4.0,100.0
3982ac1a7e,1.0,2,2,2,"(0.0, 8.0]",2,10,96.0,0.21875,0.0,0.21875,0.0,0.0,2,5,2,5,-,2,da5eb98d7d,3.0,-
39872f3c13,1.0,1,1,0,"(0.0, 8.0]",1,12,179.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,d4def0b78d,2.0,100.0
39903c9d6a,1.0,1,1,1,"(0.0, 8.0]",1,18,212.0,0.4575471698113207,0.45754716981132076,0.0,0.0,0.0,1,7,1,22,5,2,2d59ede842,-,-
39966378f6,1.0,1,1,1,"(8.0, 10.0]",1,19,218.0,0.04587155963302747,0.0,0.0,0.0,0.0,1,2,1,2,-,2,bd97f9a5fa,-,-
39969505d6,1.0,1,1,1,"(18.0, 20.0]",1,30,56.0,0.0,0.0,0.0,0.0,0.0,1,7,1,39,-,2,198cec62a1,-,-
399740314f,1.1666666666666667,7,6,4,"(18.0, 20.0]",6,12,89.0,0.03370786516853933,0.0,0.033707865168539325,0.0,0.0,4,5,5,5,-,2,3e342224f0,3.0,100.0
399923cc5a,1.2666666666666666,19,15,8,"(11.0, 13.0]",14,04,188.0,0.35177304964539,0.3351063829787234,0.015248226950354608,0.0,0.0,7,7,10,24,-,2,df5355512e,2.0,100.0
399ae15f81,1.0,1,1,1,"(22.0, 23.0]",1,30,49.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,c8e03dbad2,3.0,100.0
39a5b266d0,1.0,22,22,8,"(10.0, 11.0]",20,09,68.0,0.0,0.0,0.0,0.0,0.0,7,5,13,26,-,2,4f4f971297,2.0,100.0
39abee4013,1.0,2,2,2,"(0.0, 8.0]",2,01,38.0,0.0,0.0,0.0,0.0,0.0,2,10,2,10,-,2,adbd559b78,3.0,60.0
39ad255240,1.0,1,1,1,"(20.0, 22.0]",1,24,30.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,e8aea39f1f,-,-
39ada41f19,1.1666666666666667,7,6,5,"(13.0, 15.0]",5,29,51.333333333333336,0.0748323754789272,0.0,0.07483237547892721,0.0,0.0,3,2,5,24,-,2,045e44bd5d,4.0,100.0
39aeb30b7e,2.0,2,1,1,"(8.0, 10.0]",1,09,95.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,906d0caa60,-,-
39c080d778,1.0,1,1,1,"(13.0, 15.0]",1,26,180.0,0.0,0.0,0.0,0.0,0.0,1,5,1,55,-,2,1d490f01d6,-,60.0
39cc09ef27,1.0,4,4,4,"(0.0, 8.0]",4,09,98.0,0.0,0.0,0.0,0.0,0.0,3,4,4,41,-,2,17892f5485,3.0,-
39cec17d35,1.0,2,2,2,"(16.0, 18.0]",2,18,239.0,0.0,0.0,0.0,0.0,0.0,2,9,2,9,-,2,99d41501ff,3.0,100.0
39cff5adf5,1.0,1,1,1,"(11.0, 13.0]",1,25,156.0,0.0,0.0,0.0,0.0,0.0,1,7,1,7,-,2,8a5ee0390f,4.0,100.0
39d91ac3ef,1.0,1,1,1,"(13.0, 15.0]",1,12,258.0,0.0,0.0,0.0,0.0,0.0,1,2,1,30,-,2,bd97f9a5fa,-,60.0
39e56755de,1.1568627450980393,59,51,9,"(18.0, 20.0]",23,09,89.0,0.4772747301167658,0.44943820224719105,0.0267349636483807,0.0,0.0,6,5,22,4,-,2,8da53f587d,3.0,60.0
39e67c52c6,1.0,3,3,3,"(0.0, 8.0]",3,07,58.0,0.0,0.0,0.0,0.0,0.0,3,9,3,36,-,2,0b0f75e8d5,-,-
39e92bd2ec,1.0,1,1,1,"(11.0, 13.0]",1,26,139.0,0.0,0.0,0.0,0.0,0.0,1,4,1,28,-,2,1a437675c1,3.0,100.0
39eafe316b,1.0,7,7,5,"(15.0, 16.0]",5,27,148.0,0.008687258687258694,0.0,0.0,0.0,0.0,4,2,6,2,-,2,b4d4bae801,-,-
39ec52d9f3,1.8333333333333333,11,6,3,"(0.0, 8.0]",5,31,49.0,0.23129251700680276,0.0,0.23129251700680273,0.0,0.0,4,5,5,24,-,2,c110f4e621,4.0,100.0
39ed630309,1.0,1,1,1,"(0.0, 8.0]",1,08,318.0,0.04402515723270439,0.0,0.031446540880503145,0.0,0.0,1,2,1,15,-,2,2d59ede842,4.0,60.0
39f35f9fbf,1.125,27,24,8,"(11.0, 13.0]",17,17,47.625,0.035477564889871444,0.0,0.03547756488987145,0.0,0.0,7,5,19,17,-,2,76a692eab7,3.0,-
39f4dfa606,1.0,1,1,1,"(8.0, 10.0]",1,08,99.0,0.505050505050505,0.5050505050505051,0.0,0.0,0.0,1,9,1,9,-,2,4f65703579,4.0,-
39fb751c97,1.0,2,2,2,"(8.0, 10.0]",2,16,228.0,0.019966656081295664,0.0,0.0,0.0,0.0,2,9,2,27,-,2,7f65198ef6,4.0,100.0
39ff5c5b1e,1.1379310344827587,33,29,9,"(0.0, 8.0]",14,01,250.0,0.26979310344827584,0.03613793103448276,0.22151724137931036,0.0,0.0,8,5,17,5,2,1,d3b11464d2,3.0,50.0
3a0952f2e9,1.0,2,2,2,"(10.0, 11.0]",2,01,138.0,0.21739130434782605,0.21739130434782608,0.0,0.0,0.0,2,5,2,13,-,2,198cec62a1,3.0,100.0
